title,page,chunk_string
fds-data-ethics-framework.pdf,2,"Data’s benefits and risks are amplified by the expanding capabilities of digital networks, technology systems, algorithms, and computational methods that enable data to be easily collected, combined, manipulated, and shared. The Federal Data Strategy, delivered in December 2019, recognized the importance of ethics in its founding principles. When the Federal Data Strategy team created the 2020 Action Plan, 1 they tasked the General Services Administration (GSA) with developing a Data Ethics Framework (Framework) in Action 14 to help federal employees, managers, and leaders make ethical decisions as they acquire, manage, and use data. To achieve the goal of developing a useful Data Ethics Framework for the Federal Government, GSA sought input from a diverse set of stakeholders to maximize the Framework’s value and utility across the federal enterprise. To lead the Framework’s development, GSA formed an interagency team comprised of 14 government leaders from across government with expertise in statistics, public policy, evidence-based decision making, privacy, and analytics. In addition, GSA received input on the Framework from the Chief Data Officer (CDO) Council, Interagency Council on Statistical Policy (ICSP), and the Federal Privacy Council (FPC). The resulting Framework will help guide the ethical acquisition, management, and use of data for years to come. Federal Data Strategy Data Ethics Framework STRATEGY.DATA.GOV Page 3 RESOURCES.DATA.GOV Data Ethics Framework Development Team • Trey Bradley, Strategic Data Initiatives Program Manager, Office of Shared Solutions & Performance Improvement, U.S. General Services Administration (Development Lead) • Ken Ambrose, Senior Advisor for the CDO Council, Office of Government-wide Policy, U.S. General Services Administration • Maya Bernstein, Senior Advisor for Privacy Policy, Office of the Secretary for Planning & Evaluation, U.S. Department of Health & Human Services • Ivan DeLoatch, Executive Director, Federal Geographic Data Committee, U.S. Geological Survey, U.S. Department of the Interior • Dave Dreisigmeyer, Interim Deputy Chief Data Officer, Office of the Under Secretary for Economic Affairs, U.S. Department of Commerce • Jeffrey Gonzales, Research Mathematical Statistician, Economic Research Service, U.S. Department of Agriculture • Chris Grubb, Chief Data Scientist, Center for Analytics, U.S. Department of State • Lisa Haralampus, Director of Records Management Policy and Outreach, Office of the Chief Records Officer, U.S. National Archives and Records Administration • Michael Hawes, Senior Advisor for Data Access and Privacy, U.S. Census Bureau, U.S. Department of Commerce • Barry Johnson, Acting Chief, Research and Analytics Office, Internal Revenue Service, U.S. Department of the Treasury • Brandon Kopp, Research Psychologist, Bureau of Labor Statistics, U.S. Department of Labor • John Krebs, Chief Privacy Officer, Federal Trade Commission • Justin Marsico, Chief Data Officer, Deputy Assistant Commissioner, Bureau of the Fiscal Service, U.S. Department of the Treasury • Daniel Morgan, Chief Data Officer, U.S. Department of Transportation • Katerine Osatuke, Research Director, Veterans Health Administration National Center for Organization Development, U.S. Department of Veterans Affairs • Eileen Vidrine, Chief Data Officer, U.S. Air Force, U.S. Department of Defense With special thanks for the consistent support and meaningful contributions of the CDO Council, ICSP, and FPC. Federal Data Strategy Data Ethics Framework STRATEGY.DATA.GOV"
fds-data-ethics-framework.pdf,3,"Data’s benefits and risks are amplified by the expanding capabilities of digital networks, technology systems, algorithms, and computational methods that enable data to be easily collected, combined, manipulated, and shared. The Federal Data Strategy, delivered in December 2019, recognized the importance of ethics in its founding principles. When the Federal Data Strategy team created the 2020 Action Plan, 1 they tasked the General Services Administration (GSA) with developing a Data Ethics Framework (Framework) in Action 14 to help federal employees, managers, and leaders make ethical decisions as they acquire, manage, and use data. To achieve the goal of developing a useful Data Ethics Framework for the Federal Government, GSA sought input from a diverse set of stakeholders to maximize the Framework’s value and utility across the federal enterprise. To lead the Framework’s development, GSA formed an interagency team comprised of 14 government leaders from across government with expertise in statistics, public policy, evidence-based decision making, privacy, and analytics. In addition, GSA received input on the Framework from the Chief Data Officer (CDO) Council, Interagency Council on Statistical Policy (ICSP), and the Federal Privacy Council (FPC). The resulting Framework will help guide the ethical acquisition, management, and use of data for years to come. Federal Data Strategy Data Ethics Framework STRATEGY.DATA.GOV Page 3 RESOURCES.DATA.GOV Data Ethics Framework Development Team • Trey Bradley, Strategic Data Initiatives Program Manager, Office of Shared Solutions & Performance Improvement, U.S. General Services Administration (Development Lead) • Ken Ambrose, Senior Advisor for the CDO Council, Office of Government-wide Policy, U.S. General Services Administration • Maya Bernstein, Senior Advisor for Privacy Policy, Office of the Secretary for Planning & Evaluation, U.S. Department of Health & Human Services • Ivan DeLoatch, Executive Director, Federal Geographic Data Committee, U.S. Geological Survey, U.S. Department of the Interior • Dave Dreisigmeyer, Interim Deputy Chief Data Officer, Office of the Under Secretary for Economic Affairs, U.S. Department of Commerce • Jeffrey Gonzales, Research Mathematical Statistician, Economic Research Service, U.S. Department of Agriculture • Chris Grubb, Chief Data Scientist, Center for Analytics, U.S. Department of State • Lisa Haralampus, Director of Records Management Policy and Outreach, Office of the Chief Records Officer, U.S. National Archives and Records Administration • Michael Hawes, Senior Advisor for Data Access and Privacy, U.S. Census Bureau, U.S. Department of Commerce • Barry Johnson, Acting Chief, Research and Analytics Office, Internal Revenue Service, U.S. Department of the Treasury • Brandon Kopp, Research Psychologist, Bureau of Labor Statistics, U.S. Department of Labor • John Krebs, Chief Privacy Officer, Federal Trade Commission • Justin Marsico, Chief Data Officer, Deputy Assistant Commissioner, Bureau of the Fiscal Service, U.S. Department of the Treasury • Daniel Morgan, Chief Data Officer, U.S. Department of Transportation • Katerine Osatuke, Research Director, Veterans Health Administration National Center for Organization Development, U.S. Department of Veterans Affairs • Eileen Vidrine, Chief Data Officer, U.S. Air Force, U.S. Department of Defense With special thanks for the consistent support and meaningful contributions of the CDO Council, ICSP, and FPC. Federal Data Strategy Data Ethics Framework STRATEGY.DATA.GOV"
fds-data-ethics-framework.pdf,4,"Federal Data Strategy Data Ethics Framework STRATEGY.DATA.GOV Page 4 RESOURCES.DATA.GOV Data Ethics Tenets Federal Data Ethics Tenets help federal data users make decisions ethically and promote accountability throughout the data lifecycle—as data are acquired, processed, disseminated, used, stored and disposed. Regardless of data type or use, those working with data in the public sector should have a foundational understanding of the Data Ethics Tenets. Federal leaders should also foster a data ethics-driven culture and lead by example. The Data Ethics Tenets are: 1 - Uphold applicable statutes, regulations, professional practices, and ethical standards. Existing laws reflect and reinforce ethics. Therefore, data leaders and data users should adhere to all applicable legal authorities. Legal authorities often address historic situations and issues and may not keep pace with the evolving world of data and technology. Organizational leaders are encouraged to maintain up-to-date, comprehensive ethical standards regarding data use and staff are responsible for learning and applying agency guidance appropriately. 2 - Respect the public, individuals, and communities."
fds-data-ethics-framework.pdf,4,"Organizational leaders are encouraged to maintain up-to-date, comprehensive ethical standards regarding data use and staff are responsible for learning and applying agency guidance appropriately. 2 - Respect the public, individuals, and communities. Data activities have the overarching goal of benefiting the public good. Responsible use of data begins with careful consideration of its potential impacts. Data initiatives should include considerations for unique community and local contexts and have an identified and clear benefit to society. 3 - Respect privacy and confidentiality. Privacy and confidentiality should always be protected in a manner that respects the dignity, rights, and freedom of data subjects. In this context, privacy is the state of being free from unwarranted intrusion into the private life of individuals, and confidentiality is the state of one’s information being free from inappropriate access and misuse. An essential objective of privacy and confidentiality protection is to minimize potential negative consequences through measures such as comprehensive risk assessments, disclosure avoidance, and upholding data governance standards. Data activities involving individual privacy should align with the Fair Information Practice Principles (FIPPs)."
fds-data-ethics-framework.pdf,4,"An essential objective of privacy and confidentiality protection is to minimize potential negative consequences through measures such as comprehensive risk assessments, disclosure avoidance, and upholding data governance standards. Data activities involving individual privacy should align with the Fair Information Practice Principles (FIPPs). 4 - Act with honesty, integrity, and humility. All federal leaders and data users are expected to exhibit honesty and integrity in their work with data, regardless of job title, role, or data responsibilities. Federal leaders and data users should not perform or condone unethical data behaviors. When sharing data and findings, personnel should report information accurately and present any data limitations, known biases, and methods of analysis that apply. It should also be recognized that no dataset can fully represent all facets of a person, community, or issue. Federal leaders and data users are expected to have humility when presenting data, be open to feedback, and when possible invite discussion with the public. In addition, federal data users should accurately represent their abilities when working with data. 5 - Hold oneself and others accountable."
fds-data-ethics-framework.pdf,4,"In addition, federal data users should accurately represent their abilities when working with data. 5 - Hold oneself and others accountable. Accountability requires that anyone acquiring, managing, or using data be aware of stakeholders and be responsible to them, as appropriate. Remaining accountable includes the responsible handling of classified and controlled information, upholding data use agreements made with data providers, minimizing data collection, informing individuals and organizations of the potential uses of their data, and allowing for public access, amendment, and contestability to data and findings, where appropriate. 6 - Promote transparency. Individuals, organizations, and communities benefit when the ethical decision-making process is as transparent as possible to stakeholders. Transparency depends on clear communication of all aspects of data activities and appropriate engagement with data stakeholders. Promoting transparency requires engaging stakeholders through easily accessible feedback channels and providing timely updates on the progress and outcomes of data use. 7 - Stay informed of developments in the fields of data management and data science. Advanced technologies provide great benefit to the public sector, but should be deployed with a commitment to accountability and risk mitigation."
fds-data-ethics-framework.pdf,4,"7 - Stay informed of developments in the fields of data management and data science. Advanced technologies provide great benefit to the public sector, but should be deployed with a commitment to accountability and risk mitigation. While traditional data use and analysis can introduce bias, emerging systems, technologies, and techniques require additional awareness and oversight because they can increase opportunities for bias. It is critical to remain informed of developments in the fields of data management and data science, especially as advanced methods impact future data collection, management, and use. In addition, new data innovations (e.g., systems, solutions, computational methods) emerge every day, increasing the importance for federal leaders and employees working with data to keep abreast of market innovations and learn how to ethically use new methods. Note: The Framework is a “living” resource and to be updated by the CDO Council and ICSP every 24 months. Federal Data Strategy Data Ethics Framework STRATEGY.DATA.GOV Page 5 RESOURCES.DATA.GOV Content Overview of Data Ethics Framework......................................................................................................... 6 Background....................................................................................................................................... 6 Introduction...................................................................................................................................... 6 Benefits of Data Ethics........................................................................................................................ 7 About the Data Ethics Framework............................................................................................................ 8 Purpose............................................................................................................................................ 8 Audience .......................................................................................................................................... 8 Data Ethics Defined ............................................................................................................................... 9 Application of Data Ethics ................................................................................................................... 9 Data Ethics Tenets ............................................................................................................................... 10 1. Uphold Applicable Statutes, Regulations, Professional Practices, and Ethical Standards....................... 11 2. Respect the Public, Individuals, and Communities .......................................................................... 12 3. Respect Privacy and Confidentiality ............................................................................................. 13 4. Act with Honesty, Integrity, and Humility...................................................................................... 15 5."
fds-data-ethics-framework.pdf,5,"9 Data Ethics Tenets ............................................................................................................................... 10 1. Uphold Applicable Statutes, Regulations, Professional Practices, and Ethical Standards....................... 11 2. Respect the Public, Individuals, and Communities .......................................................................... 12 3. Respect Privacy and Confidentiality ............................................................................................. 13 4. Act with Honesty, Integrity, and Humility...................................................................................... 15 5. Hold Oneself and Others Accountable .......................................................................................... 17 6. Promote Transparency............................................................................................................... 19 7. Stay Informed of Developments in the Fields of Data Management and Data Science ......................... 20 Data Ethics Tenets in Action.................................................................................................................. 22 Use Cases ....................................................................................................................................... 22 1. Use Case: Artificial Intelligence & Bias ...................................................................................... 22 2. Use Case: Dissemination & Impacts .......................................................................................... 25 End Notes .......................................................................................................................................... 28 Federal Data Strategy Data Ethics Framework STRATEGY.DATA.GOV Page 6 RESOURCES.DATA.GOV Overview of Data Ethics Framework Background “ Although sometimes described as the new oil, because of the way data, and data science, are revolutionizing society just as fossil fuels did earlier, data have unique properties, leading to correspondingly unique ethical challenges… Such considerations do not permit simple formulaic answers, since these must be context-dependent and dynamic. Instead, solutions must be principles-based, with higher-level considerations guiding decisions in any particular context.”"
fds-data-ethics-framework.pdf,6,"Page 6 RESOURCES.DATA.GOV Overview of Data Ethics Framework Background “ Although sometimes described as the new oil, because of the way data, and data science, are revolutionizing society just as fossil fuels did earlier, data have unique properties, leading to correspondingly unique ethical challenges… Such considerations do not permit simple formulaic answers, since these must be context-dependent and dynamic. Instead, solutions must be principles-based, with higher-level considerations guiding decisions in any particular context.” - David J. Hand, Hand Writing: Right, legitimate and proper? The new world of data ethics2 The United States Federal Government is one of the biggest producers and users of data in the world. The exchange of information—or data—with government is necessary for regular tasks, such as renewing a passport, signing up for public assistance programs, and filing taxes. While Americans prize their personal privacy, they are also willing to give information about themselves if it drives a service or concrete public benefit, such as sharing location data to support emergency responders. Similar to entities worldwide, the functions of the Federal Government rely on data for daily operation, management, and improvement. The ways in which data are collected, linked, analyzed, and shared present tremendous opportunities for government. However, these opportunities are accompanied by significant risks— sometimes unforeseen—to the individuals and communities the government serves. International, state, and local governments, as well as private companies, are making significant strides in the field of data ethics to preserve the benefits and mitigate the risks of data use."
fds-data-ethics-framework.pdf,6,"However, these opportunities are accompanied by significant risks— sometimes unforeseen—to the individuals and communities the government serves. International, state, and local governments, as well as private companies, are making significant strides in the field of data ethics to preserve the benefits and mitigate the risks of data use. The Federal Government plays a critical role in setting the example of ethical oversight by making responsible data decisions and supporting proven values that promote the public good. Introduction The Federal Data Strategy, delivered in December 2019, recognized the importance of ethics in its founding principles. The Federal Data Strategy 2020 Action Plan required the development of a Data Ethics Framework (Framework) that is intended to help agency employees, managers, and leaders make ethical decisions as they acquire, manage, and use data. The Framework and its Tenets are a “living” resource and are to be updated by the CDO Council and ICSP every 24 months to ensure the Framework remains current. The Framework applies to all data types and data uses and incorporates the input and terminology from stakeholders representing many domains, who use different types of data in different ways. The developers of the Framework recognize that some terms may be used differently, depending on the context, type of data being used, and stage in the data lifecycle. Federal Data Strategy Data Ethics Framework STRATEGY.DATA.GOV Page 7 RESOURCES.DATA.GOV The Framework consists of four parts: • About the Data Ethics Framework outlines the intended purpose and audience of this document."
fds-data-ethics-framework.pdf,7,"Federal Data Strategy Data Ethics Framework STRATEGY.DATA.GOV Page 7 RESOURCES.DATA.GOV The Framework consists of four parts: • About the Data Ethics Framework outlines the intended purpose and audience of this document. • Data Ethics Defined explores the meaning of the term “data ethics,” as background to the Tenets provided in the following section. • Data Ethics Tenets provides the seven Tenets, or high-level principles, for using data ethically within the Federal Government. • Data Ethics Tenets in Action contains use cases demonstrating how the Tenets guide data activities within federal agencies and federally sponsored programs. Benefits of Data Ethics The Data Ethics Framework guides the data activities of agencies, providing the foundation for the ethical acquisition, management, and use of data for any federal purpose. Although the ethical challenges that come with data use are many, integrating the Framework’s guidance into everyday agency activities will help mature ethical decision-making processes and support benefits across the Federal Government. Application and use of the Framework drives the following benefits: • Consistency. All federal leaders and data users reference an agreed-upon set of Tenets that help navigate the ethical considerations of data use. Personnel from different domains and fulfilling different roles apply the same foundational ethical considerations."
fds-data-ethics-framework.pdf,7,"All federal leaders and data users reference an agreed-upon set of Tenets that help navigate the ethical considerations of data use. Personnel from different domains and fulfilling different roles apply the same foundational ethical considerations. • Better, Data-Driven Decisions. Federal organizations support the use of data-driven decisions for relevant and appropriate purposes. They apply data methods and processes that uncover data limitations, gaps, and biases; facilitate justifiable decisions with data; and communicate known data limitations to promote transparency. • Risk Mitigation. Federal organizations identify, assess, and manage the potential impacts of data activities at each phase of the data and project lifecycle. Federal organizations deploy a proactive approach to data ethics, enabling the effective use of time and resources on their projects and reducing the long-term costs associated with ineffective services and remediation efforts. • Increased Transparency."
fds-data-ethics-framework.pdf,7,"Federal organizations deploy a proactive approach to data ethics, enabling the effective use of time and resources on their projects and reducing the long-term costs associated with ineffective services and remediation efforts. • Increased Transparency. Federal organizations ensure they document and communicate trustworthy data processes to increase the transparency of their data collection, testing, use, and dissemination activities. Transparency is grounded in clear communication of all aspects of data activities and appropriate engagement with data stakeholders. • Consideration of Wider Perspectives. Federal organizations promote collaboration across internal and external stakeholder groups to better understand data subjects and the impacts of data use. Obtaining a wider perspective also enables data users to better address potential sources of bias. • Improved Public Trust. Federal organizations engender public trust through comprehensive stakeholder engagement, ensuring accountability across the data lifecycle, and reinforcing protocols to protect the privacy, confidentiality, civil rights, and civil liberties of data subjects."
fds-data-ethics-framework.pdf,7,"Federal organizations engender public trust through comprehensive stakeholder engagement, ensuring accountability across the data lifecycle, and reinforcing protocols to protect the privacy, confidentiality, civil rights, and civil liberties of data subjects. Federal Data Strategy Data Ethics Framework STRATEGY.DATA.GOV Page 8 RESOURCES.DATA.GOV About the Data Ethics Framework Purpose The Framework’s purpose is to guide federal leaders and data users as they make ethical decisions when acquiring, managing, and using data to support their agency’s mission. The Framework does not include requirements or mandates of its own, but rather provides guidance in the form of Tenets to encourage ethical decision making at all levels of the Federal Government. Audience The Framework is intended for use by anyone in the Federal Government who works with or leads work involving data, including employees, contractors, grantees, researchers, and other partners who work on behalf of or as an agent of the government. The ethical use of data is both an individual and organizational responsibility, involving many stakeholder groups that can be internal or external to an agency. In particular, the Framework is relevant to those who work with data during any stage of the data lifecycle, shown in Figure 1, including collecting, processing, disseminating, using, or storing and disposing of data. This includes: • Organizational leaders, including Chief Data Officers (CDOs), Statistical Officials, Evaluation Officers (EOs) heads of agencies, senior executives, and supervisors • Data practitioners, such as statisticians, data analysts, database professionals, and data scientists • Program evaluators and operational employees who collect, use, manage, and report data for regular program operations • Policymakers and those advising decision makers • Data stewards, including both those who manage data for programmatic purposes and those who manage administrative data, such as human resource employees • Public relations officials, communications employees, and agency representatives who present information and data to the public • Data consumers, such as other agencies, communities, or the public • Research grant recipients across all disciplines Figure 1: Data Lifecycle adopted from OMB Circular A-130, Managing Information as a Strategic Resource Federal Data Strategy Data Ethics Framework STRATEGY.DATA.GOV"
fds-data-ethics-framework.pdf,8,"Federal Data Strategy Data Ethics Framework STRATEGY.DATA.GOV Page 7 RESOURCES.DATA.GOV The Framework consists of four parts: • About the Data Ethics Framework outlines the intended purpose and audience of this document. • Data Ethics Defined explores the meaning of the term “data ethics,” as background to the Tenets provided in the following section. • Data Ethics Tenets provides the seven Tenets, or high-level principles, for using data ethically within the Federal Government. • Data Ethics Tenets in Action contains use cases demonstrating how the Tenets guide data activities within federal agencies and federally sponsored programs. Benefits of Data Ethics The Data Ethics Framework guides the data activities of agencies, providing the foundation for the ethical acquisition, management, and use of data for any federal purpose. Although the ethical challenges that come with data use are many, integrating the Framework’s guidance into everyday agency activities will help mature ethical decision-making processes and support benefits across the Federal Government. Application and use of the Framework drives the following benefits: • Consistency. All federal leaders and data users reference an agreed-upon set of Tenets that help navigate the ethical considerations of data use. Personnel from different domains and fulfilling different roles apply the same foundational ethical considerations."
fds-data-ethics-framework.pdf,8,"All federal leaders and data users reference an agreed-upon set of Tenets that help navigate the ethical considerations of data use. Personnel from different domains and fulfilling different roles apply the same foundational ethical considerations. • Better, Data-Driven Decisions. Federal organizations support the use of data-driven decisions for relevant and appropriate purposes. They apply data methods and processes that uncover data limitations, gaps, and biases; facilitate justifiable decisions with data; and communicate known data limitations to promote transparency. • Risk Mitigation. Federal organizations identify, assess, and manage the potential impacts of data activities at each phase of the data and project lifecycle. Federal organizations deploy a proactive approach to data ethics, enabling the effective use of time and resources on their projects and reducing the long-term costs associated with ineffective services and remediation efforts. • Increased Transparency."
fds-data-ethics-framework.pdf,8,"Federal organizations deploy a proactive approach to data ethics, enabling the effective use of time and resources on their projects and reducing the long-term costs associated with ineffective services and remediation efforts. • Increased Transparency. Federal organizations ensure they document and communicate trustworthy data processes to increase the transparency of their data collection, testing, use, and dissemination activities. Transparency is grounded in clear communication of all aspects of data activities and appropriate engagement with data stakeholders. • Consideration of Wider Perspectives. Federal organizations promote collaboration across internal and external stakeholder groups to better understand data subjects and the impacts of data use. Obtaining a wider perspective also enables data users to better address potential sources of bias. • Improved Public Trust. Federal organizations engender public trust through comprehensive stakeholder engagement, ensuring accountability across the data lifecycle, and reinforcing protocols to protect the privacy, confidentiality, civil rights, and civil liberties of data subjects."
fds-data-ethics-framework.pdf,8,"Federal organizations engender public trust through comprehensive stakeholder engagement, ensuring accountability across the data lifecycle, and reinforcing protocols to protect the privacy, confidentiality, civil rights, and civil liberties of data subjects. Federal Data Strategy Data Ethics Framework STRATEGY.DATA.GOV Page 8 RESOURCES.DATA.GOV About the Data Ethics Framework Purpose The Framework’s purpose is to guide federal leaders and data users as they make ethical decisions when acquiring, managing, and using data to support their agency’s mission. The Framework does not include requirements or mandates of its own, but rather provides guidance in the form of Tenets to encourage ethical decision making at all levels of the Federal Government. Audience The Framework is intended for use by anyone in the Federal Government who works with or leads work involving data, including employees, contractors, grantees, researchers, and other partners who work on behalf of or as an agent of the government. The ethical use of data is both an individual and organizational responsibility, involving many stakeholder groups that can be internal or external to an agency. In particular, the Framework is relevant to those who work with data during any stage of the data lifecycle, shown in Figure 1, including collecting, processing, disseminating, using, or storing and disposing of data. This includes: • Organizational leaders, including Chief Data Officers (CDOs), Statistical Officials, Evaluation Officers (EOs) heads of agencies, senior executives, and supervisors • Data practitioners, such as statisticians, data analysts, database professionals, and data scientists • Program evaluators and operational employees who collect, use, manage, and report data for regular program operations • Policymakers and those advising decision makers • Data stewards, including both those who manage data for programmatic purposes and those who manage administrative data, such as human resource employees • Public relations officials, communications employees, and agency representatives who present information and data to the public • Data consumers, such as other agencies, communities, or the public • Research grant recipients across all disciplines Figure 1: Data Lifecycle adopted from OMB Circular A-130, Managing Information as a Strategic Resource Federal Data Strategy Data Ethics Framework STRATEGY.DATA.GOV"
fds-data-ethics-framework.pdf,9,"Federal Data Strategy Data Ethics Framework STRATEGY.DATA.GOV Page 9 RESOURCES.DATA.GOV Data Ethics Defined In the simplest terms, data refer to factual information, such as measurements or statistics, used as a basis for reasoning, discussion, or calculation.3 Data Ethics are the norms of behavior that promote appropriate judgments and accountability when acquiring, managing, or using data, with the goals of protecting civil liberties, minimizing risks to individuals and society, and maximizing the public good. Remaining a leader in data ethics requires individuals, agencies, and cross-agency communities to acknowledge that legal compliance does not guarantee ethical behavior. Therefore, federal leaders and data users must embrace a culture of ongoing discussion, engagement, and learning. Instead of looking at issues from a single perspective, ethical decision making is best achieved by taking a holistic approach and widening the context to weigh the greater implications of data use. Application of Data Ethics The Data Ethics Tenets apply to all federal data types and data uses. It is understood that the same dataset may be used at different times for different purposes. No matter the data type or use, federal employees should ensure the protection of privacy, confidentiality, civil rights, and civil liberties during data activities. For decades, Federal Government laws and regulations4 distinguished between data uses that can have significantly different ethical impacts (e.g., statistical and non-statistical)."
fds-data-ethics-framework.pdf,9,"No matter the data type or use, federal employees should ensure the protection of privacy, confidentiality, civil rights, and civil liberties during data activities. For decades, Federal Government laws and regulations4 distinguished between data uses that can have significantly different ethical impacts (e.g., statistical and non-statistical). This distinction ensures the protection of data, while also enabling the government to better understand the effectiveness of programs and services. The Federal Government recognizes that work with some data, such as weather datasets, requires less scrutiny and is inherently lower risk than information protected by privacy and confidentiality assurances, that require more scrutiny and a full assessment of potential impacts. Each community or agency is ultimately responsible for applying this Framework appropriately based on the context and level of risk for the relevant data. Additional information on this dichotomy is described in Figure 2. Statistical Data Uses: Statistical activities across the federal enterprise continue to play a vital role in research and program evaluation contributing to policymaking. The design of the Federal Statistical System supports the secure and confidential use of sensitive data exclusively for statistical purposes. Data used for statistical purposes includes describing, estimating, and analyzing the characteristics of a group without identifying the individuals or organizations that make up that group. Statistical data use is governed by a set of enabling legal authorities and protections to reduce collection burden on individuals and businesses, improve the quality of analyses produced by the government, ensure objectivity, and promote the public’s trust and confidence in federal use of confidential data while deriving benefits for society. Non-Statistical Data Uses: Data are often gathered and used to manage the day-to-day work of government services, including for administrative, regulatory, law enforcement, and adjudicative purposes."
fds-data-ethics-framework.pdf,9,"Statistical data use is governed by a set of enabling legal authorities and protections to reduce collection burden on individuals and businesses, improve the quality of analyses produced by the government, ensure objectivity, and promote the public’s trust and confidence in federal use of confidential data while deriving benefits for society. Non-Statistical Data Uses: Data are often gathered and used to manage the day-to-day work of government services, including for administrative, regulatory, law enforcement, and adjudicative purposes. For example, program administrators often use data to make decisions on an applicant’s request to receive funds from a benefits program such as Social Security or the Supplemental Nutrition Assistance Program. Non-statistical data are not governed by the same institutional structures, safeguards, and explicit legal authorities as data used for statistical purposes. For example, using data for daily management of programs requires authorized government personnel to view and make decisions on program delivery using sensitive and confidential data. Figure 2: Statistical and Non-Statistical Data Uses5 Federal Data Strategy Data Ethics Framework STRATEGY.DATA.GOV Page 10 RESOURCES.DATA.GOV Data Ethics Tenets The Federal Data Ethics Tenets are intended to help federal employees make decisions ethically and promote accountability throughout the data lifecycle. Regardless of data type or use, those working with data in the public sector should have a foundational understanding of the Data Ethics Tenets, and leaders should strive to foster a data ethics-driven culture and lead by example. Data Ethics Tenets 1. Uphold Applicable Statutes, Regulations, Professional Practices, and Ethical Standards 2."
fds-data-ethics-framework.pdf,10,"Data Ethics Tenets 1. Uphold Applicable Statutes, Regulations, Professional Practices, and Ethical Standards 2. Respect the Public, Individuals, and Communities 3. Respect Privacy and Confidentiality 4. Act with Honesty, Integrity, and Humility 5. Hold Oneself and Others Accountable 6. Promote Transparency 7. Stay Informed of Developments in the Fields of Data Management and Data Science Each Tenet includes the following: Each Tenet includes the following actionable guidance for federal leaders and data users to reference. • Recommendations for federal leaders and data users provide actions for ethical data use. It is understood that the responsibilities applied will vary by agency and organization. Federal Organization Leaders Federal Data Users Who?"
fds-data-ethics-framework.pdf,10,"It is understood that the responsibilities applied will vary by agency and organization. Federal Organization Leaders Federal Data Users Who? Anyone leading or managing work with federal data Examples: Agency leaders (e.g., CDOs, Statistical Officials, EOs, Chief Information Officers, Chief Privacy Officers, Chief Information Security Officers, General Counsels), supervisors, managers, and senior- level personnel Who? Anyone working with federal data Examples: Federal employees, contractors, grantees, researchers, and other partners who work on behalf of the government • Legal Authorities provide context for the legal authorities used in the Federal Government. • Additional Resources provide ideas and approaches to data ethics that federal leaders and data users can reference. The legal authorities and additional resources provided are not exhaustive but are recognized as relevant to federal data ethics. Federal Data Strategy Data Ethics Framework STRATEGY.DATA.GOV Page 11 RESOURCES.DATA.GOV 1. Uphold Applicable Statutes, Regulations, Professional Practices, and Ethical Standards Data leaders and data users should adhere to all applicable legal authorities, as existing laws reflect and reinforce ethics. Therefore, data leaders and data users should adhere to all applicable legal authorities. Legal authorities often address historic situations and issues, however, and thus may not keep pace with the evolving world of data and technology."
fds-data-ethics-framework.pdf,11,"Therefore, data leaders and data users should adhere to all applicable legal authorities. Legal authorities often address historic situations and issues, however, and thus may not keep pace with the evolving world of data and technology. Organizational leaders are encouraged to maintain up-to-date, comprehensive ethical standards regarding data use and staff are responsible for learning and applying agency guidance. In addition, if a person works in an area with recognized professional ethical codes of conduct, such as computer science or software engineering, they should be aware of those standards and strive to uphold them. Refer to Figure 3 for additional recommendations, legal authorities, and resources. Recommendations for Federal Leaders: • Identify and clearly communicate the legal authorities, professional codes of conduct, and ethical standards that apply to their organization. • Develop and maintain agency-level standards and guidance for data ethics. • Identify and clearly communicate how different types of data within the organization should be handled. • Recognize the diverse roles of employees working with data throughout the data lifecycle and provide clear guidance and instruction based on the employee’s role and level within the organization."
fds-data-ethics-framework.pdf,11,"• Identify and clearly communicate how different types of data within the organization should be handled. • Recognize the diverse roles of employees working with data throughout the data lifecycle and provide clear guidance and instruction based on the employee’s role and level within the organization. • Provide training and learning opportunities to increase employee knowledge of applicable statutes, regulations, professional practices, and ethical standards. • Implement mechanisms for reviewing and improving employees’ ethical behavior. Recommendations for Federal Data Users: • Stay current with data ethics responsibilities and conduct oneself in accordance with the legal authorities, professional codes of conduct, and ethical standards of their organization. • Perform data activities in accordance with the legal, professional, and ethical standards that apply to their areas of work and the types of data used. • Understand the policies for handling different types of data within their organization."
fds-data-ethics-framework.pdf,11,"• Understand the policies for handling different types of data within their organization. • Take training to ensure awareness of the principles of ethical acquisition, management, and use of data as it aligns to their data role and level within the organization. Legal Authorities: • All legal authorities cited herein support this Tenet Additional Resources: • Office of Government Ethics – 14 General Principles Figure 3: Recommendations and Resources for Tenet 1 – Uphold Applicable Statutes, Regulations, Professional Practices, and Ethical Standards Federal Data Strategy Data Ethics Framework STRATEGY.DATA.GOV Page 12 RESOURCES.DATA.GOV 2. Respect the Public, Individuals, and Communities Data activities have the overarching goal of benefiting the public good. All other Tenets support this notion, and responsible federal leaders and data users should approach data activities with promoting the “public good” in mind. Responsible use of data begins with careful consideration of its potential and differential impacts. Data initiatives should include considerations for unique community and local contexts, such as for federally recognized Tribes, Alaskan Natives, and local governments, and have an identified and clear benefit to society. In situations where data on individuals or communities are used to deliver services, data users should engage with impacted stakeholders to better understand those represented by the data and honor guarantees made to data subjects."
